"Hora local en Pudahuel (aeropuerto)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";
"21.02.2017 17:00";"33.4";"717.6";"756.4";"";"30";"Viento procedente del sur-oeste";"6";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"21.02.2017 14:00";"33.0";"718.8";"757.7";"-1.1";"28";"Viento procedente del sursureste";"4";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"11.9";"Sin precipitación";"6";"";"";"";"";
"21.02.2017 11:00";"28.5";"719.9";"759.5";"";"37";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"21.02.2017 08:00";"18.5";"720.1";"761.2";"1.1";"64";"Viento procedente del norte";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"15.8";"";"";"";"";"";"";"6.0";"11.6";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"21.02.2017 05:00";"17.2";"719.0";"760.1";"";"66";"Calma, escampado";"0";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"21.02.2017 02:00";"19.4";"719.5";"760.3";"";"62";"";"";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"11.9";"Sin precipitación";"6";"";"";"";"";
"20.02.2017 23:00";"23.0";"719.8";"760.2";"";"49";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"20.02.2017 20:00";"27.2";"718.8";"758.5";"0.2";"35";"Viento procedente del sursuroeste";"7";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"34.5";"";"";"";"";"";"10.0";"10.3";"Sin precipitación";"6";"";"";"";"";
"20.02.2017 17:00";"33.2";"718.6";"757.3";"";"24";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"20.02.2017 14:00";"32.8";"719.3";"758.1";"-0.8";"21";"Viento procedente del sursuroeste";"6";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.4";"Sin precipitación";"6";"";"";"";"";
"20.02.2017 11:00";"28.1";"720.1";"759.6";"";"29";"Viento procedente del oestesuroeste";"2";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"20.02.2017 08:00";"18.4";"719.8";"760.7";"0.9";"52";"";"";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"15.3";"";"";"";"";"";"";"0.8";"8.3";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"20.02.2017 05:00";"15.5";"718.9";"760.1";"";"61";"Viento procedente del nornoroeste";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"20.02.2017 02:00";"18.2";"719.4";"760.3";"-0.7";"54";"";"";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"8.8";"Sin precipitación";"6";"";"";"";"";
"19.02.2017 23:00";"22.7";"720.1";"760.3";"";"41";"Viento procedente del sudeste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"19.02.2017 20:00";"27.5";"719.3";"758.8";"0.1";"30";"Viento procedente del sursuroeste";"5";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"33.8";"";"";"";"";"";"10.0";"8.2";"Sin precipitación";"6";"";"";"";"";
"19.02.2017 17:00";"31.6";"719.2";"758.3";"";"24";"Viento procedente del sursuroeste";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"19.02.2017 14:00";"31.1";"719.9";"759.1";"-1.1";"26";"Viento procedente del sursureste";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"9.5";"Sin precipitación";"6";"";"";"";"";
"19.02.2017 11:00";"25.1";"721.0";"761.2";"";"35";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"19.02.2017 08:00";"16.0";"720.7";"762.1";"1.1";"62";"Viento procedente del noreste";"2";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"12.3";"";"";"";"";"";"";"10.0";"8.6";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"19.02.2017 05:00";"16.5";"719.6";"760.9";"";"61";"Viento procedente del sudeste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"19.02.2017 02:00";"16.2";"719.8";"761.2";"-1.2";"59";"Viento procedente del nornoroeste";"1";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"8.2";"Sin precipitación";"6";"";"";"";"";
"18.02.2017 23:00";"19.6";"721.0";"761.9";"";"47";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"18.02.2017 20:00";"23.8";"720.7";"761.0";"0.0";"36";"Viento procedente del sursuroeste";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"29.8";"";"";"";"";"";"10.0";"7.6";"Sin precipitación";"6";"";"";"";"";
"18.02.2017 17:00";"28.6";"720.7";"760.1";"";"27";"Viento procedente del sur-oeste";"6";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"18.02.2017 14:00";"27.7";"721.4";"761.0";"-1.1";"30";"Viento procedente del sursureste";"6";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"8.8";"Sin precipitación";"6";"";"";"";"";
"18.02.2017 11:00";"21.7";"722.5";"763.0";"";"43";"Viento procedente del sur-oeste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"18.02.2017 08:00";"15.0";"722.6";"764.1";"0.7";"55";"";"";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"11.9";"";"";"";"";"";"";"10.0";"5.9";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.02.2017 05:00";"12.3";"721.9";"763.8";"";"62";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"18.02.2017 02:00";"14.8";"722.2";"763.7";"-0.3";"51";"";"";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"4.7";"Sin precipitación";"6";"";"";"";"";
"17.02.2017 23:00";"16.5";"722.5";"763.7";"";"49";"Viento procedente del sursureste";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"17.02.2017 20:00";"19.5";"721.0";"761.7";"1.0";"47";"Viento procedente del sursuroeste";"7";"";"";"40%.";"Nubes en general disipándose o haciéndose menos desarrolladas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"27.0";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"40%.";"2500 o más, o sin nuves.";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"7.7";"Sin precipitación";"6";"";"";"";"";
"17.02.2017 17:00";"25.3";"720.0";"760.0";"";"44";"Viento procedente del sur-oeste";"7";"";"";"50%.";" ";"";"";"";"";"Cúmulos mediocris o congestus, con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con sus bases a un mismo nivel.";"20–30%.";"";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"";"12.1";"";"";"";"";"";"";
"17.02.2017 14:00";"25.3";"720.4";"760.3";"-0.4";"47";"Viento procedente del sursuroeste";"7";"";"";"60%.";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"Cúmulos mediocris o congestus, con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con sus bases a un mismo nivel.";"20–30%.";"1500-2000";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrocúmulos solos, o cirrocúmulos acompañados de cirrus o de cirroestratos, o ambos, pero predominando los cirrocúmulos.";"10.0";"13.0";"Sin precipitación";"6";"";"";"";"";
"17.02.2017 11:00";"22.8";"720.8";"761.0";"";"50";"Viento procedente del oestesuroeste";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"17.02.2017 08:00";"15.7";"720.3";"761.5";"1.1";"81";"";"";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"12.7";"";"";"";"";"";"";"10.0";"12.4";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.02.2017 05:00";"14.0";"719.2";"760.8";"";"87";"Viento procedente del sur";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"17.02.2017 02:00";"15.0";"719.3";"761.4";"-1.8";"79";"Viento procedente del noroeste";"2";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"11.4";"Sin precipitación";"6";"";"";"";"";
"16.02.2017 23:00";"17.6";"721.1";"762.3";"";"67";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"16.02.2017 20:00";"20.4";"720.6";"761.3";"0.2";"57";"Viento procedente del sudeste";"4";"";"";"20–30%.";"Nubes en general disipándose o haciéndose menos desarrolladas. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"29.9";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"20–30%.";"2000-2500";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.6";"Sin precipitación";"6";"";"";"";"";
"16.02.2017 17:00";"25.6";"720.4";"760.3";"";"44";"Viento procedente del sursuroeste";"9";"";"";"50%.";" ";"";"";"";"";"Cúmulos humilis o cúmulos fractus que no sean los de mal tiempo, o ambos.";"20–30%.";"";"Altocúmulos translucidus a un solo nivel.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"";"12.5";"";"";"";"";"";"";
"16.02.2017 14:00";"28.8";"720.7";"760.2";"-0.6";"36";"Viento procedente del sursuroeste";"6";"";"";"20–30%.";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"Cúmulos humilis o cúmulos fractus que no sean los de mal tiempo, o ambos.";"10%  o menos, pero no 0";"600-1000";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"12.3";"Sin precipitación";"6";"";"";"";"";
"16.02.2017 11:00";"23.9";"721.3";"761.5";"";"47";"Viento procedente del oestesuroeste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"16.02.2017 08:00";"16.3";"721.8";"763.0";"0.9";"75";"Viento procedente del sursureste";"2";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"13.9";"";"";"";"";"";"";"10.0";"11.8";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.02.2017 05:00";"15.1";"720.9";"762.3";"";"79";"Viento procedente del sur";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"16.02.2017 02:00";"15.5";"721.3";"762.6";"-0.1";"78";"Viento procedente del sur";"3";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"11.6";"Sin precipitación";"6";"";"";"";"";
"15.02.2017 23:00";"18.4";"721.4";"762.4";"";"66";"Viento procedente del sursureste";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"15.02.2017 20:00";"23.3";"720.3";"760.5";"0.3";"50";"Viento procedente del sursuroeste";"6";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"30.9";"";"";"";"";"";"10.0";"12.2";"Sin precipitación";"6";"";"";"";"";
"15.02.2017 17:00";"28.7";"720.0";"759.6";"";"36";"Viento procedente del sursuroeste";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"15.02.2017 14:00";"29.4";"720.7";"760.3";"-0.7";"32";"Viento procedente del sur";"5";"";"";"10%  o menos, pero no 0";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"Cúmulos mediocris o congestus, con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con sus bases a un mismo nivel.";"10%  o menos, pero no 0";"1500-2000";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.0";"Sin precipitación";"6";"";"";"";"";
"15.02.2017 11:00";"24.6";"721.4";"761.6";"";"48";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"15.02.2017 08:00";"16.8";"721.6";"763.0";"1.3";"74";"Viento procedente del sudeste";"2";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"14.6";"";"";"";"";"";"";"10.0";"12.1";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.02.2017 05:00";"15.4";"720.3";"761.6";"";"78";"Viento procedente del sur";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"15.02.2017 02:00";"17.0";"720.4";"761.5";"0.0";"73";"Viento procedente del sur";"4";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"12.1";"Sin precipitación";"6";"";"";"";"";
"14.02.2017 23:00";"18.8";"720.4";"761.2";"";"66";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"14.02.2017 20:00";"23.2";"719.4";"759.6";"0.9";"52";"Viento procedente del sursureste";"4";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"29.6";"";"";"";"";"";"10.0";"12.7";"Sin precipitación";"6";"";"";"";"";
"14.02.2017 17:00";"28.4";"718.5";"757.9";"";"39";"Viento procedente del sursuroeste";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"14.02.2017 14:00";"27.4";"718.9";"758.5";"-0.6";"41";"Viento procedente del sur";"7";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"12.9";"Sin precipitación";"6";"";"";"";"";
"14.02.2017 11:00";"23.8";"719.5";"759.5";"";"48";"Viento procedente del sur";"4";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"14.02.2017 08:00";"15.4";"719.3";"760.6";"1.3";"83";"Viento procedente del sursureste";"2";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"13.7";"";"";"";"";"";"";"6.0";"12.5";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.02.2017 05:00";"14.8";"718.0";"759.4";"";"82";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"14.02.2017 02:00";"16.3";"717.3";"758.5";"-0.4";"75";"Viento procedente del sur";"3";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"11.8";"Sin precipitación";"6";"";"";"";"";
"13.02.2017 23:00";"19.2";"717.7";"758.4";"";"64";"Viento procedente del sur";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"13.02.2017 20:00";"23.2";"716.8";"757.0";"0.1";"49";"Viento procedente del sursureste";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"31.5";"";"";"";"";"";"10.0";"12.0";"Sin precipitación";"6";"";"";"";"";
"13.02.2017 17:00";"28.5";"716.7";"755.9";"";"34";"Viento procedente del sur-oeste";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"13.02.2017 14:00";"30.6";"717.1";"756.1";"-0.6";"23";"Viento procedente del sur-oeste";"8";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.4";"Sin precipitación";"6";"";"";"";"";
"13.02.2017 11:00";"26.6";"717.7";"757.2";"";"33";"Viento procedente del estesureste";"2";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"13.02.2017 08:00";"17.9";"718.0";"758.8";"1.3";"54";"Calma, escampado";"0";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"13.9";"";"";"";"";"";"";"10.0";"8.4";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.02.2017 05:00";"15.3";"716.7";"757.9";"";"62";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"13.02.2017 02:00";"18.0";"716.8";"757.7";"-0.8";"56";"Viento procedente del sursureste";"3";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"9.1";"Sin precipitación";"6";"";"";"";"";
"12.02.2017 23:00";"21.2";"717.6";"758.1";"";"42";"Viento procedente del sursureste";"4";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"12.02.2017 20:00";"25.0";"716.9";"756.8";"0.4";"32";"Viento procedente del sursuroeste";"8";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"33.4";"";"";"";"";"";"10.0";"7.0";"Sin precipitación";"6";"";"";"";"";
"12.02.2017 17:00";"32.8";"716.5";"755.4";"";"22";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"12.02.2017 14:00";"32.0";"717.7";"756.7";"-1.2";"22";"Viento procedente del sursureste";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.7";"Sin precipitación";"6";"";"";"";"";
"12.02.2017 11:00";"26.4";"718.9";"758.8";"";"32";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"12.02.2017 08:00";"16.4";"719.3";"760.6";"0.1";"59";"Viento procedente del nornoroeste";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"12.6";"";"";"";"";"";"";"8.0";"8.3";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.02.2017 05:00";"15.0";"719.2";"760.5";"";"63";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"12.02.2017 02:00";"16.7";"719.6";"760.7";"-0.4";"54";"Viento procedente del sur";"3";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.2";"Sin precipitación";"6";"";"";"";"";
"11.02.2017 23:00";"19.9";"720.0";"760.6";"";"40";"Viento procedente del sursureste";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"11.02.2017 20:00";"25.5";"719.3";"759.1";"0.4";"35";"Viento procedente del sursuroeste";"6";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"31.4";"";"";"";"";"";"10.0";"8.8";"Sin precipitación";"6";"";"";"";"";
"11.02.2017 17:00";"30.0";"718.9";"758.2";"";"26";"Viento procedente del sursuroeste";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"11.02.2017 14:00";"30.1";"719.5";"758.9";"-0.6";"24";"Viento procedente del sur";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.3";"Sin precipitación";"6";"";"";"";"";
"11.02.2017 11:00";"25.6";"720.1";"760.2";"";"29";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"11.02.2017 08:00";"15.7";"720.4";"761.9";"0.6";"52";"";"";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"11.4";"";"";"";"";"";"";"10.0";"5.8";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.02.2017 05:00";"13.3";"719.8";"761.5";"";"59";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"11.02.2017 02:00";"16.0";"719.7";"760.9";"-0.2";"48";"";"";"";"";"sin nubes.";"Ningún desarrollo nuboso observado u observable. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"5.0";"Sin precipitación";"6";"";"";"";"";
"10.02.2017 23:00";"19.0";"719.9";"760.6";"";"38";"Viento procedente del sursureste";"4";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
